0.000 1.000 2.000 3.000 4.000 5.000 6.000 7.000 8.000 9.000 10.000 11.000 12.000 13.000 14.000 15.000 16.000 17.000 18.000 19.000 20.000 21.000 22.000 23.000 24.000 25.000 26.000 27.000 28.000 29.000 30.000 31.000 32.000 33.000 34.000 35.000 36.000 37.000 38.000 39.000 40.000 41.000 42.000 43.000 44.000 45.000 46.000 47.000 48.000 49.000 50.000 51.000 52.000 53.000 54.000 55.000 56.000 57.000 58.000 59.000 60.000 61.000 62.000 63.000 64.000 65.000 66.000 67.000 68.000 69.000 70.000 71.000 72.000 73.000 74.000 75.000 76.000 77.000 78.000 79.000 80.000 81.000 82.000 83.000 84.000 85.000 86.000 87.000 88.000 89.000 90.000 91.000 92.000 93.000 94.000 95.000 96.000 97.000 98.000 99.000 100.000 101.000 102.000 103.000 104.000 105.000 106.000 107.000 108.000 109.000 110.000 111.000 112.000 113.000 114.000 115.000 116.000 117.000 118.000 119.000 120.000 121.000 122.000 123.000 124.000 125.000 126.000 127.000 128.000 129.000 130.000 131.000 132.000 133.000 134.000 135.000 136.000 137.000 138.000 139.000 140.000 141.000 142.000 143.000 144.000 145.000 146.000 147.000 148.000 149.000 150.000 151.000 152.000 153.000 154.000 155.000 156.000 157.000 158.000 159.000 160.000 161.000 162.000 163.000 164.000 165.000 166.000 167.000 168.000 169.000 170.000 171.000 172.000 173.000 174.000 175.000 176.000 177.000 178.000 179.000 180.000 181.000 182.000 183.000 184.000 185.000 186.000 187.000 188.000 189.000 190.000 191.000 192.000 193.000 194.000 195.000 196.000 197.000 198.000 199.000 200.000 201.000 202.000
0.000 0.010 0.020 0.030 0.040 0.050 0.060 0.070 0.080 0.090 0.100 0.110 0.120 0.130 0.140 0.150 0.160 0.170 0.180 0.190 0.200 0.210 0.220 0.230 0.240 0.250 0.260 0.270 0.280 0.290 0.300 0.310 0.320 0.330 0.340 0.350 0.360 0.370 0.380 0.390 0.400 0.410 0.420 0.430 0.440 0.450 0.460 0.470 0.480 0.490 0.500 0.510 0.520 0.530 0.540 0.550 0.560 0.570 0.580 0.590 0.600 0.610 0.620 0.630 0.640 0.650 0.660 0.670 0.680 0.690 0.700 0.710 0.720 0.730 0.740 0.750 0.760 0.770 0.780 0.790 0.800 0.810 0.820 0.830 0.840 0.850 0.860 0.870 0.880 0.890 0.900 0.910 0.920 0.930 0.940 0.950 0.960 0.970 0.980 0.990 1.000
    3.933259361949392e-01     7.896809004182440e-01     1.969449247459394e-01     2.788247417581094e-01     3.895457111007798e-01     5.436683377563956e-01     1.737445221340488e-01     2.678861426982926e-01     2.692565510381988e-01     3.819315739317034e-01     3.225152416489996e-01     6.526981679616599e-01     4.394439790156088e-01     3.896250676253194e-01     4.233120420870375e-01     3.612607211436984e-01     3.335397566942142e-01     2.952363139006634e-01     3.180659979694884e-01     3.393958304183859e-01     2.332908256159174e-01     5.252418131385598e-01     2.170614525007240e-01     3.102379219207599e-01     5.337913153839555e-01     4.468283209514874e-01     4.284311966618976e-01     2.836001049991710e-01     2.628399807988444e-01     2.133035281876570e-01     3.761002357731972e-01     2.158351983508028e-01     3.679413590083094e-01     8.448516180772714e-01     3.675821363584058e-01     6.075574742120344e-01     3.869232477370423e-01     3.915460318445148e-01     3.241967869826626e-01     2.540573083628806e-01     3.469416894566202e-01     7.116887999186452e-01     2.668121811374634e-01     5.115148573078467e-01     4.931669059750026e-01     2.618259089157352e-01     1.455188386106304e-01     1.589565800343344e-01     3.214605976299898e-01     3.267413765234950e-01     2.218685000566286e-01     2.941026238692922e-01     4.627417485272050e-01     2.770005635250828e-01     1.824676470435996e-01     2.713125143353579e-01     7.650465130937942e-01     4.135587211867282e-01     1.388596096472710e-01     4.936083151834724e-01     3.379907918956072e-01     5.852246763086904e-01     4.151606743803354e-01     2.488186785964026e-01     4.748903578017824e-01     3.031293276032549e-01     3.605884658461658e-01     2.618038996631964e-01     4.231978230274472e-01     2.666759112716308e-01     3.187474104403134e-01     3.578977071644710e-01     4.957714662055350e-01     4.213870515220898e-01     3.973268397303660e-01     8.195534753145337e-01     4.766916507600742e-01     8.293080460278296e-01     3.352579673948214e-01     3.560029312551698e-01     2.243003360474184e-01     6.411815890471856e-01     8.561804808879214e-01     4.154577792914364e-01     5.111936700412429e-01     4.247675933930031e-01     4.675136892016526e-01     4.685310701235942e-01     1.208783108138775e+00     4.159763695213562e-01     2.813931629236628e-01     4.315359452832938e-01     9.252705110120334e-01     7.619858228359162e-01     6.823568364836445e-01     6.538163396916576e-01     7.232493764319202e-01     1.401245027410120e+00     1.544430627715141e+00     1.689972910095685e+00 
    1.477309864886008e+00     1.378270707099348e+00     1.346168448129581e+00     1.235773213704709e+00     1.932481229599891e+00     1.614097736302891e+00     1.978901156597322e+00     1.513001116793463e+00     1.217411821527013e+00     1.526652887601562e+00     1.069380476267924e+00     6.970477320242868e-01     1.318150409438625e+00     1.312265215369416e+00     1.914441499789284e+00     1.316444787225348e+00     1.250751964538497e+00     1.309824317061433e+00     1.512390415733933e+00     1.613848311574919e+00     1.884717989627946e+00     1.979883466057994e+00     8.917450837885540e-01     1.552857717395487e+00     1.472203570308521e+00     1.787811994381086e+00     1.187380404219382e+00     1.478459460518299e+00     1.889906007635789e+00     1.249543546422589e+00     1.479833389861161e+00     1.738905257346748e+00     1.718835503130786e+00     1.623756020803512e+00     1.321216436872262e+00     1.223575910771869e+00     1.417024373679313e+00     1.406478593773423e+00     5.935572097184401e-01     1.877691478349350e+00     1.719489822064050e+00     2.033994810054990e+00     2.350913699696336e+00     1.271819936499229e+00     1.735580369722605e+00     1.256975056450354e+00     2.235399936452619e+00     2.180130740150439e+00     9.750541398008433e-01     1.406401939437301e+00     1.274633788762942e+00     1.565008116236601e+00     2.157379902946365e+00     1.196417550361096e+00     1.428671654336905e+00     2.271883950150820e+00     1.788361563074456e+00     2.065381484680827e+00     1.733960909568300e+00     2.037213783534681e+00     2.045159278498563e+00     1.596534294046462e+00     1.382178394501512e+00     1.755640826213807e+00     1.482068543672769e+00     1.922160640084014e+00     1.225149595816368e+00     1.418845871464734e+00     2.372349467908263e+00     1.614326964380844e+00     2.001618202569666e+00     1.793750484565538e+00     2.052049445937534e+00     2.147225852204869e+00     3.040190207370816e+00     2.025506079877401e+00     1.688443537114536e+00     2.500422802260915e+00     2.500153241414684e+00     3.341710913230310e+00     1.716557242776183e+00     2.375136598974462e+00     2.927986953704856e+00     1.923342145349186e+00     2.089809581922172e+00     1.991437159599178e+00     1.723771929414745e+00     2.782740929711443e+00     3.295730508038842e+00     2.679053989319133e+00     2.235342771145802e+00     2.505400990480294e+00     2.008509299467706e+00     1.867912810901830e+00     2.132610090123164e+00     3.114220733005218e+00     2.883312545483084e+00     2.698091605140270e+00     2.746932919335189e+00     8.365060065050557e+00 
    3.050181954280302e+00     2.571524168100060e+00     3.393925891073678e+00     3.477332094765757e+00     3.257290394056957e+00     2.758086896560552e+00     2.407930478945882e+00     3.343145029839053e+00     2.433416311209217e+00     2.691414373035137e+00     3.513465392367945e+00     2.465285114462146e+00     3.525122164473062e+00     2.370562426216853e+00     3.027398834684726e+00     3.391429308519318e+00     2.905738158113640e+00     3.082622518024873e+00     3.052975044371822e+00     2.287348588962893e+00     2.045351324625623e+00     2.561088652734703e+00     2.042562815948627e+00     3.551655001683589e+00     2.993165399395918e+00     3.056786340354275e+00     3.622284617062144e+00     3.528082524576893e+00     2.200943513539495e+00     3.763759109281806e+00     3.659639403735821e+00     3.003843747895261e+00     3.008631912046578e+00     2.412696292725202e+00     3.717950875630430e+00     3.413924041580815e+00     3.262153542991254e+00     3.414406875447856e+00     3.101247288657252e+00     3.290961926925018e+00     3.399284013444755e+00     2.764006829674312e+00     3.350250383347314e+00     2.291489536274587e+00     2.789761777600302e+00     2.582929725078950e+00     3.449384290916906e+00     2.599414444700446e+00     1.899643214230359e+00     1.736800586001933e+00     2.947606623375759e+00     2.154418007185859e+00     2.856239549508214e+00     3.101248194807847e+00     1.833523455194542e+00     4.099346361588576e+00     5.163345278764851e+00     3.596959081474211e+00     2.052682803883885e+00     3.203658287709005e+00     2.564864844790956e+00     3.264817388991917e+00     3.133941801693254e+00     4.094075888570690e+00     4.397949753545980e+00     4.728408386388288e+00     3.984122732360948e+00     4.090048301639161e+00     2.793347658634097e+00     3.308585243639500e+00     3.561950988814879e+00     2.859617564811773e+00     2.600941885803963e+00     3.217536461628317e+00     3.700513745271387e+00     3.536602708086961e+00     3.537212662274704e+00     3.902042711851247e+00     3.226685074684209e+00     3.618545553034602e+00     4.118857228228909e+00     3.010920547115158e+00     3.085411348924651e+00     3.276331358981374e+00     4.291364295325622e+00     3.332070668422197e+00     3.480849186203890e+00     5.483489195539217e+00     4.175400793722283e+00     5.496959653207924e+00     3.940329684603988e+00     5.344333782331859e+00     6.250233667761696e+00     4.299462619769786e+00     4.833004798824152e+00     5.762339017356907e+00     7.596341422558636e+00     6.765968443581304e+00     7.118481107686621e+00     1.509702563436548e+01 
    3.370882538539407e+00     3.993891717549775e+00     3.855123062739422e+00     5.083622449120861e+00     3.512592123319348e+00     3.398621718501878e+00     4.459236566459867e+00     3.972769057631757e+00     5.641722495536372e+00     3.490099064918509e+00     4.303830882396523e+00     4.054936572774985e+00     3.547185008260698e+00     4.871025003793029e+00     4.595512968585748e+00     5.643311834909069e+00     4.319070150780289e+00     4.849735118703819e+00     3.195034000093851e+00     4.435940302982105e+00     5.112304727377174e+00     3.489119607036600e+00     4.937138006689911e+00     4.823329554993316e+00     4.039292380068046e+00     5.136410155804985e+00     4.068144931914911e+00     4.981182280115566e+00     4.443741431198328e+00     4.341579998264196e+00     4.467615737240762e+00     3.742969276558234e+00     5.017314404191358e+00     4.605180608337152e+00     3.726920517676121e+00     4.730203512752333e+00     5.645804477583900e+00     6.003288696965780e+00     4.251362994225557e+00     4.125049996192726e+00     4.876280799081501e+00     5.347612340179365e+00     4.515046662345184e+00     4.823915790855563e+00     5.224517442849127e+00     4.139648721638677e+00     4.275010967482427e+00     4.413825105237746e+00     4.140731952487806e+00     3.417876144193130e+00     6.340948503296837e+00     3.937636303507018e+00     4.885604729213986e+00     4.338826662943063e+00     4.068271622374042e+00     4.373370286790614e+00     4.704195855412543e+00     4.206494866261724e+00     5.493623384858520e+00     3.539434920514907e+00     4.652383242028673e+00     4.191738896509037e+00     4.282474294914509e+00     4.651585472239327e+00     4.221297387620709e+00     5.035747693498886e+00     5.117826839359834e+00     3.473654990776868e+00     4.283747734527439e+00     4.504079675503987e+00     4.502502982715562e+00     3.957591791808396e+00     4.535367378502593e+00     3.695174436712025e+00     6.310153989561746e+00     3.893418588960015e+00     5.810770143052117e+00     5.652103859238373e+00     3.739915309413838e+00     4.237780264935912e+00     3.612143883759495e+00     3.941248121389484e+00     4.537346038631876e+00     5.413912588810595e+00     6.097627588911611e+00     5.095631872925669e+00     6.114840810187086e+00     6.178914177349305e+00     5.987481286809483e+00     4.809032062589102e+00     6.281701531805814e+00     5.637287661724114e+00     6.268437658143991e+00     6.337995380455684e+00     7.424203413746044e+00     8.353788914366397e+00     8.661884760525403e+00     9.168833072080780e+00     1.059553148787129e+01     1.487052502811603e+01 
    5.672297114323199e+00     6.036098905760362e+00     6.423599767466529e+00     7.027636043612359e+00     5.562622462741071e+00     7.550746795380377e+00     5.548635870250230e+00     6.618748011634583e+00     6.614332847684683e+00     7.592605073707703e+00     5.599002763177885e+00     5.410747778295923e+00     6.080300100190494e+00     5.700600830222040e+00     5.800546727141237e+00     5.251998126243343e+00     7.617551523283775e+00     6.054276778322444e+00     5.100930776702922e+00     5.375151480921618e+00     4.792513944545553e+00     4.976901354272631e+00     4.926477016874411e+00     7.300157165858041e+00     5.126402763484531e+00     7.204107241180126e+00     5.760096242288459e+00     5.855127610075421e+00     6.408148554518430e+00     5.994097399014630e+00     6.186857472330754e+00     6.050289737766114e+00     4.808751671352166e+00     6.929463630299491e+00     6.395061185387550e+00     5.088763902291179e+00     5.956801676652405e+00     4.755339162608667e+00     6.627338769759009e+00     6.559714593244841e+00     5.934394806536771e+00     6.814369792824614e+00     5.371568272610971e+00     5.645823330302838e+00     5.921016433422873e+00     6.021820477129298e+00     6.134692607223611e+00     5.307487450179941e+00     4.969547188130820e+00     5.352283420007025e+00     5.422010079550352e+00     5.738907824822331e+00     5.912799643869855e+00     5.869799991892488e+00     4.723969415698248e+00     7.792823225957107e+00     4.825833203332998e+00     7.434456953934822e+00     6.194467752623157e+00     5.636721958488288e+00     6.364548725833568e+00     6.588973149599877e+00     6.180169463975408e+00     4.691191104879222e+00     5.743662542793877e+00     5.396849373218391e+00     7.609238238498502e+00     6.271240770006117e+00     5.369699017202656e+00     5.873331154878146e+00     6.940570493312775e+00     5.837016526012130e+00     6.583821798487772e+00     6.423472174166632e+00     6.154395387937144e+00     7.306487426590389e+00     4.772761498605940e+00     6.453871840865752e+00     6.442480744369160e+00     6.625821534698355e+00     6.416401935971640e+00     5.914141585511324e+00     7.158500341239941e+00     6.541795181378539e+00     5.642250178908432e+00     6.560717196937510e+00     6.535517615201043e+00     7.573664313828873e+00     7.053335486742789e+00     8.200660294087033e+00     7.899648721486789e+00     7.316210825080532e+00     7.677428595020627e+00     7.054306832038807e+00     7.388043544470438e+00     1.173650111803010e+01     8.396763455123939e+00     1.178644071028663e+01     1.562871528728587e+01     2.270507029208409e+01 
    8.257179951085135e+00     8.099112832352027e+00     7.456874046046197e+00     5.692826986022010e+00     5.777558431887283e+00     7.327433083623959e+00     8.728276978173961e+00     6.646164968262981e+00     7.093166243878398e+00     7.314190451020930e+00     7.521563649703760e+00     6.682879539188839e+00     7.183080543976228e+00     5.930919735210364e+00     7.243331737942250e+00     5.541253824838406e+00     6.874066278429552e+00     8.261494977701313e+00     7.966297774291638e+00     6.592640093925053e+00     6.307886511369276e+00     5.933151229073269e+00     5.927434047804580e+00     7.043610132909421e+00     6.923745649900535e+00     7.109394495283395e+00     7.502435230333317e+00     6.812823855428703e+00     6.357488724360266e+00     6.962154214608651e+00     7.958063020440347e+00     8.261931829226709e+00     7.651246343556114e+00     7.416763382660157e+00     7.751570184944770e+00     7.344171774321751e+00     8.523977910913823e+00     7.452571378300190e+00     6.188493424147260e+00     5.798134975485133e+00     7.840559786913193e+00     8.040108386113845e+00     6.767420423892432e+00     7.038473709594058e+00     7.019784534432571e+00     6.526894938048999e+00     6.446570441568618e+00     6.708969982032542e+00     7.899621314637187e+00     8.124285423996358e+00     6.375145387622270e+00     7.317862383833948e+00     7.151777648770082e+00     7.781725064404370e+00     7.389972452822449e+00     7.129274470718363e+00     6.971386981424978e+00     6.391034263596483e+00     6.475134819888996e+00     6.624201933907555e+00     6.817379824029976e+00     7.672807224682341e+00     6.792231932416483e+00     6.459895322998367e+00     8.924121756216305e+00     6.987183572706853e+00     9.483874880421110e+00     7.024526827957800e+00     7.701680532087199e+00     6.891449630485956e+00     5.811575543622079e+00     8.513317681622423e+00     7.715100934239497e+00     6.547955175878164e+00     8.138291833880487e+00     8.229569373431886e+00     7.588817790836676e+00     6.500711648733422e+00     7.168568408799010e+00     7.680134661076485e+00     7.277538068815414e+00     8.229933355721936e+00     7.574881219707820e+00     6.765102421342705e+00     7.912845245537607e+00     7.243121984333733e+00     7.842349792734618e+00     8.779803115882970e+00     8.432774833657028e+00     7.627879786527773e+00     8.310800664193700e+00     8.405537615768555e+00     8.719954132918188e+00     8.548967132328187e+00     8.214710039941172e+00     9.159461294503899e+00     1.153753188516576e+01     1.315824190336927e+01     1.748133044991796e+01     2.652210252147668e+01 
    7.877961315934409e+00     7.747758183277814e+00     8.758882402179200e+00     9.294452920954756e+00     1.118622817500900e+01     1.061731364081006e+01     9.153957187090207e+00     8.810207095459049e+00     8.216001094140232e+00     9.519817719222566e+00     7.853238870030621e+00     6.982122726734797e+00     1.011900136157716e+01     8.583416958942585e+00     9.550902510745921e+00     8.233931642197447e+00     9.306648334935286e+00     8.564231449174720e+00     1.087233327147102e+01     6.438142517936868e+00     9.594251452090894e+00     8.932676943944337e+00     7.111776177285908e+00     8.725271900102118e+00     8.518082451817071e+00     9.989385361856746e+00     8.480103523058414e+00     9.136569852814747e+00     9.863812955526321e+00     8.193154482876860e+00     8.239936925570021e+00     9.183298895586496e+00     1.113566106497622e+01     7.167710734231153e+00     9.478997286982507e+00     7.488391498025886e+00     7.381835346952672e+00     8.085889323591479e+00     7.691852198156772e+00     8.466103261227524e+00     8.462082646312464e+00     8.803599752959688e+00     1.031311867560108e+01     9.689837404649388e+00     7.450871852782718e+00     8.330932358123849e+00     7.279953993654092e+00     6.621288311247966e+00     7.773932056155661e+00     8.249119506371256e+00     8.161543563892167e+00     8.750453519554650e+00     7.103388669485579e+00     6.965436426273428e+00     8.602718265924256e+00     8.917686567685237e+00     8.400325678729809e+00     8.244276445359901e+00     7.616801705991153e+00     8.144982992931064e+00     7.407898898395887e+00     7.399154251000610e+00     8.923849403894394e+00     6.313882495283730e+00     7.294723233293658e+00     9.307472483024084e+00     6.770863820380802e+00     8.065143310479044e+00     7.875683631080733e+00     8.730659572511314e+00     9.169537772045469e+00     8.269234511068825e+00     8.220105042454533e+00     8.969706014943162e+00     7.733085457440705e+00     9.308680079854199e+00     9.942123017695325e+00     8.709588605056538e+00     8.076271422051008e+00     7.036311895254180e+00     7.401221633182258e+00     8.297715087645653e+00     7.655924441150078e+00     9.184781127857010e+00     1.092576193731059e+01     9.638291680798169e+00     9.456589568672250e+00     1.045608670135908e+01     9.144465149851102e+00     9.887463305283074e+00     1.042641801992678e+01     1.183098384894749e+01     1.089882317553304e+01     1.062589643389933e+01     1.296032790247879e+01     1.205996761673710e+01     1.155811800105761e+01     1.443181254903378e+01     1.831856735351898e+01     3.200187919843565e+01 
    9.873646278286891e+00     1.150756718520768e+01     9.598215426030468e+00     1.141333448910493e+01     8.966965921288939e+00     1.100197201870130e+01     1.017013081354526e+01     1.060115864252887e+01     9.455486712379278e+00     9.352587229718193e+00     9.488102502822812e+00     9.621169229681875e+00     1.051290063609974e+01     1.060119317730561e+01     7.981951637033760e+00     9.343458082997351e+00     1.054403329247431e+01     9.489570552921130e+00     9.977318150694895e+00     1.079773999650419e+01     8.933795809747046e+00     1.019740301017117e+01     9.510152290091691e+00     1.051814745937651e+01     9.892772064610968e+00     1.053290284928457e+01     1.037700527985347e+01     1.088134562902642e+01     9.290774705734233e+00     1.135472825478720e+01     8.357480570176108e+00     9.471195906110673e+00     8.814574113792201e+00     1.106634869690733e+01     9.388404623734836e+00     1.114892404658496e+01     1.009297944252825e+01     1.013979720445254e+01     1.079740239962134e+01     8.723023578104499e+00     1.057431736100329e+01     9.284944152147078e+00     1.056557588907953e+01     9.110054680866575e+00     1.068560715193117e+01     9.205979760496046e+00     8.631794061343840e+00     8.764954196835053e+00     1.050082724917948e+01     1.003857418499171e+01     8.097787071487780e+00     1.091870041008031e+01     7.893727452808982e+00     8.412538651926607e+00     9.704803752165322e+00     9.451994727600457e+00     9.139718430678585e+00     9.834605272763564e+00     1.076973101341222e+01     8.418080428916216e+00     9.108702543442742e+00     8.748997887482535e+00     1.007162404424100e+01     1.026435897006947e+01     1.092808616135026e+01     8.827469332580183e+00     1.142941808734636e+01     8.957345949660372e+00     1.039630545368122e+01     9.520273128308990e+00     8.190357485080543e+00     1.091527480261689e+01     8.696002272243790e+00     8.738071351073106e+00     1.190945587999118e+01     9.715042030269252e+00     8.388206098066263e+00     9.378390672749720e+00     8.498439279814908e+00     7.843117645691980e+00     8.908374836433294e+00     1.062917761551083e+01     9.801811563289117e+00     9.088820674786259e+00     7.953186261345199e+00     1.064581683599612e+01     7.967808609652765e+00     1.026657448777526e+01     1.098642982165788e+01     1.003549558858928e+01     1.265806775709371e+01     1.048712862957379e+01     9.560093453701271e+00     1.069473642218215e+01     1.132927414919284e+01     1.262173376450979e+01     1.228545427430505e+01     1.335472895618709e+01     1.768994177034052e+01     3.027660272696502e+01 
    1.156899548827494e+01     9.918552034347513e+00     1.093714326814278e+01     1.163181947455737e+01     1.148448642428868e+01     1.094863667245803e+01     1.048280221988770e+01     1.103205235173038e+01     1.162753822202812e+01     1.226488346160221e+01     9.803960776819306e+00     1.063764878743484e+01     9.844656884039480e+00     1.107712406059385e+01     1.122825973036074e+01     1.248943906799352e+01     1.075782619208044e+01     9.911209314642715e+00     1.051122742606790e+01     1.223303655526276e+01     1.083151577528822e+01     1.280084817292923e+01     1.150265921574897e+01     1.150070957512613e+01     9.857412622485750e+00     1.128562368383285e+01     1.011656569326767e+01     1.067994548611192e+01     9.928339521115930e+00     1.064858987675590e+01     1.084638864873205e+01     1.250499500188230e+01     1.272375983629020e+01     1.007552799552355e+01     1.240840996745305e+01     1.163928302952674e+01     9.301199953905156e+00     1.226384723255380e+01     1.107649948923152e+01     1.144990494528365e+01     1.201573528421077e+01     1.118861131699677e+01     1.100979821507034e+01     1.075102559704483e+01     1.090198794286209e+01     1.200713725843428e+01     1.257172203782988e+01     1.151595585542535e+01     9.967524072554870e+00     1.334760198643992e+01     1.316594865381271e+01     1.120182079603064e+01     1.137815954984416e+01     9.686121032135937e+00     9.978077205906452e+00     1.038874738906117e+01     1.234515352410595e+01     1.001332155067026e+01     9.733041704780554e+00     1.362947308188361e+01     9.280414972293796e+00     1.083903938706541e+01     1.192961560440892e+01     1.245092957237360e+01     1.130907830519253e+01     1.109065370255921e+01     1.102446752628275e+01     1.042067404181500e+01     9.889808694377631e+00     1.222867168952195e+01     1.063805013578344e+01     1.107794502011415e+01     9.845193765983925e+00     1.144337135453563e+01     9.568913183348274e+00     1.039912623757241e+01     1.117396745378123e+01     1.288001624834065e+01     9.842606729238071e+00     1.096398138031468e+01     1.053810490788804e+01     1.102396497629386e+01     9.916087044299708e+00     1.001798202551259e+01     9.981736884976888e+00     1.123445140222394e+01     1.122789980224788e+01     1.057336136052883e+01     9.713685647099791e+00     1.058958842427148e+01     1.152387369615753e+01     1.229647528057305e+01     1.112071158060395e+01     1.120955705669957e+01     1.216986037852914e+01     1.184671081296354e+01     1.236153400996032e+01     1.358995066984968e+01     1.680260148498531e+01     3.232024502381663e+01 
    1.194252811148565e+01     1.183400274602890e+01     1.394637640510417e+01     1.173817754121828e+01     1.330725634070936e+01     1.253889388065457e+01     1.145517101500309e+01     1.249662888161068e+01     1.123287486190187e+01     1.362443513243929e+01     1.122686921397177e+01     1.146166822226800e+01     1.248856069787012e+01     1.183182577631293e+01     1.287154988477081e+01     1.197157105278380e+01     1.155042190168063e+01     1.261265374443161e+01     1.236677262215508e+01     1.064323549806431e+01     1.263871595024264e+01     1.211440534005536e+01     1.308895375013605e+01     1.218622686954287e+01     1.423722172968084e+01     1.468445604973068e+01     1.317172731055452e+01     1.124709990697847e+01     1.206815265848083e+01     1.512981550618297e+01     1.493003354557754e+01     1.429145367210127e+01     1.249505792649658e+01     1.341032306395826e+01     1.155461129167608e+01     1.368988542027970e+01     1.179092191685654e+01     1.381626145880694e+01     1.220991876122390e+01     1.221858362132399e+01     1.069566800637327e+01     1.305703882138792e+01     1.067650899571826e+01     1.301077933621804e+01     1.229099650892868e+01     1.265871381377596e+01     1.380383818065755e+01     1.004521472332116e+01     1.269301866916778e+01     1.198371396050804e+01     1.076200037962868e+01     1.390288537502155e+01     1.215226841021020e+01     1.096888497288479e+01     1.257843228013143e+01     1.201519498847355e+01     1.074137242453383e+01     9.719932690948486e+00     1.126145564903618e+01     9.547948543403889e+00     1.335559249987825e+01     1.033471541357382e+01     1.150161367826066e+01     1.021527436379210e+01     9.935530680585284e+00     1.294324374275656e+01     1.330717483636676e+01     1.122351276151672e+01     1.226839734201506e+01     1.131867588834529e+01     1.226735043642270e+01     1.126077108249318e+01     1.219118165447062e+01     1.272199811563106e+01     9.464114830686412e+00     1.091939491698101e+01     1.187147575496180e+01     1.236615487071278e+01     1.260801338232109e+01     1.132331619419837e+01     1.130524593472230e+01     1.327636160208792e+01     1.189684867027524e+01     1.196135265064655e+01     9.863387862067334e+00     1.047517458604794e+01     1.217204456193548e+01     1.170856312649125e+01     1.054120898062982e+01     1.146037254743052e+01     1.057537429292057e+01     1.365044603234048e+01     1.318831079443698e+01     1.063866791341881e+01     1.322797652097841e+01     1.329892787983920e+01     1.433716804725889e+01     1.535075637009102e+01     1.782431868003807e+01     3.308199056659944e+01 
